Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1970,AL,Oakland Athletics,39,27.8,4.19,162,6106,5376,678,1338,208,24,171,630,131,68,584,977,.249,.325,.392,.717,100,2107,121,36,73,36,55,1118
1970,AL,Washington Senators,40,28.1,3.86,162,6224,5460,626,1302,184,28,138,583,72,42,635,989,.238,.321,.358,.679,92,1956,133,46,44,38,68,1196
1975,NL,Atlanta Braves,40,27.2,3.62,161,6094,5424,583,1323,179,28,107,541,55,38,543,759,.244,.313,.346,.659,81,1879,139,18,72,35,58,1170
1975,NL,Chicago Cubs,39,27.0,4.40,162,6323,5470,712,1419,229,41,95,645,67,55,650,802,.259,.338,.368,.706,93,2015,112,30,107,66,78,1262
1975,NL,Cincinnati Reds,29,28.4,5.19,162,6419,5581,840,1515,278,37,124,779,168,36,691,916,.271,.353,.401,.754,108,2239,122,35,66,45,67,1271
1975,NL,Houston Astros,35,26.3,4.10,162,6212,5515,664,1401,218,54,84,606,133,62,523,762,.254,.320,.359,.679,96,1979,118,32,97,44,66,1142
1975,NL,Los Angeles Dodgers,37,27.4,4.00,162,6246,5453,648,1355,217,31,118,606,138,52,611,825,.248,.325,.365,.690,96,1988,123,31,104,47,72,1208
1975,NL,Montreal Expos,38,24.6,3.71,162,6272,5518,601,1346,216,31,98,542,108,58,579,954,.244,.317,.348,.664,82,1918,110,27,110,38,73,1221
1975,NL,New York Mets,37,28.6,3.99,162,6239,5587,646,1430,217,34,101,604,32,26,501,805,.256,.319,.361,.681,93,2018,143,37,75,37,70,1200
1975,NL,Philadelphia Phillies,39,27.7,4.54,162,6367,5592,735,1506,283,42,125,687,126,57,610,960,.269,.342,.402,.744,103,2248,114,31,88,42,78,1272
1975,NL,Pittsburgh Pirates,34,27.7,4.42,161,6112,5489,712,1444,255,47,138,669,49,28,468,832,.263,.323,.402,.725,103,2207,124,38,76,40,55,1120
1975,NL,San Diego Padres,38,27.5,3.41,162,6154,5429,552,1324,215,22,78,505,85,50,506,754,.244,.310,.335,.645,84,1817,128,37,133,46,60,1186
1975,NL,San Francisco Giants,37,25.6,4.09,161,6186,5447,659,1412,235,45,84,606,99,47,604,775,.259,.333,.365,.698,91,1989,139,22,62,51,52,1233
1975,NL,St. Louis Cardinals,44,28.2,4.06,163,6209,5597,662,1527,239,46,81,619,116,49,444,649,.273,.327,.375,.702,92,2101,137,29,92,45,66,1183
1975,AL,Baltimore Orioles,34,30.4,4.29,159,6211,5474,682,1382,224,33,124,635,104,55,580,834,.252,.326,.373,.699,103,2044,114,38,73,46,55,1192
1975,AL,Boston Red Sox,37,26.9,4.97,160,6175,5448,796,1500,284,44,134,756,66,58,565,741,.275,.344,.417,.761,107,2274,137,34,75,53,57,1114
1975,AL,California Angels,48,25.5,3.90,161,6142,5377,628,1324,195,41,55,572,220,108,593,811,.246,.322,.328,.650,91,1766,98,27,97,47,35,1130
1975,AL,Chicago White Sox,41,26.8,4.07,161,6244,5490,655,1400,209,38,94,604,101,54,611,800,.255,.331,.358,.689,94,1967,150,40,50,52,53,1220
1975,AL,Cleveland Indians,41,26.6,4.33,159,6059,5404,688,1409,201,25,153,643,106,89,525,667,.261,.327,.392,.719,104,2119,145,24,64,40,36,1067
1975,AL,Detroit Tigers,38,27.6,3.58,159,5853,5366,570,1338,171,39,125,546,63,57,383,872,.249,.301,.366,.666,86,1962,120,28,37,38,26,1029
1975,AL,Kansas City Royals,32,28.1,4.38,162,6231,5491,710,1431,263,58,118,667,155,75,591,675,.261,.333,.394,.727,103,2164,109,29,68,51,47,1181
1975,AL,Milwaukee Brewers,36,27.0,4.17,162,6082,5378,675,1343,242,34,146,632,65,64,553,922,.250,.320,.389,.709,100,2091,131,28,73,49,33,1081
1975,AL,Minnesota Twins,35,27.5,4.55,159,6225,5514,724,1497,215,28,121,669,81,48,563,746,.271,.341,.386,.727,104,2131,127,40,62,46,67,1238
1975,AL,New York Yankees,37,28.5,4.26,160,6039,5415,681,1430,230,39,110,642,102,59,486,710,.264,.325,.382,.707,101,2068,142,30,54,53,41,1091
1975,AL,Oakland Athletics,42,28.8,4.68,162,6185,5415,758,1376,220,33,151,703,183,82,609,846,.254,.333,.391,.724,106,2115,107,51,74,35,45,1127
1975,AL,Texas Rangers,39,26.5,4.41,162,6344,5599,714,1431,208,17,134,675,102,62,613,863,.256,.330,.371,.700,99,2075,125,25,64,41,48,1216
1980,NL,Atlanta Braves,32,26.8,3.91,161,5961,5402,630,1352,226,22,144,597,73,52,434,899,.250,.307,.380,.687,89,2054,124,20,69,33,49,1054
1980,NL,Chicago Cubs,34,28.8,3.79,162,6218,5619,614,1411,251,35,107,578,93,64,471,912,.251,.309,.365,.674,83,2053,119,18,69,40,54,1119
1980,NL,Cincinnati Reds,34,28.6,4.34,163,6209,5516,707,1445,256,45,113,668,156,43,537,852,.262,.327,.386,.713,98,2130,116,23,78,54,68,1149
1980,NL,Houston Astros,33,28.6,3.91,163,6254,5566,637,1455,231,67,75,599,194,74,540,755,.261,.326,.367,.693,101,2045,96,13,89,45,73,1200
1980,NL,Los Angeles Dodgers,35,30.3,4.07,163,6221,5568,663,1462,209,24,148,638,123,72,492,846,.263,.323,.388,.711,99,2163,108,24,96,41,52,1173
1980,NL,Montreal Expos,37,27.2,4.28,162,6164,5465,694,1407,250,61,114,647,237,82,547,865,.257,.324,.388,.712,99,2121,102,20,76,56,75,1116
1980,NL,New York Mets,40,27.4,3.77,162,6130,5478,611,1407,218,41,61,554,158,99,501,840,.257,.319,.345,.664,88,1890,126,25,73,53,63,1125
1980,NL,Philadelphia Phillies,39,30.6,4.49,162,6269,5625,728,1517,272,54,117,674,140,62,472,708,.270,.327,.400,.726,98,2248,120,33,77,58,65,1131
1980,NL,Pittsburgh Pirates,37,29.6,4.11,162,6128,5517,666,1469,249,38,116,626,209,102,452,760,.266,.322,.388,.710,96,2142,107,25,75,56,85,1087
1980,NL,San Diego Padres,36,28.1,3.63,163,6255,5540,591,1410,195,43,67,546,239,73,563,791,.255,.324,.342,.665,91,1892,113,21,92,38,70,1239
1980,NL,San Francisco Giants,38,28.3,3.56,161,6047,5368,573,1310,199,44,80,539,100,58,509,840,.244,.308,.342,.651,84,1837,122,14,100,54,61,1116
1980,NL,St. Louis Cardinals,42,27.2,4.56,162,6204,5608,738,1541,300,49,101,688,117,54,451,781,.275,.328,.400,.728,100,2242,141,21,73,49,74,1110
1980,AL,Baltimore Orioles,34,29.7,4.97,162,6282,5585,805,1523,258,29,156,751,111,38,587,766,.273,.342,.413,.755,107,2307,158,21,42,46,38,1153
1980,AL,Boston Red Sox,41,29.5,4.73,160,6200,5603,757,1588,297,36,162,717,79,48,475,720,.283,.340,.436,.776,107,2443,151,32,40,50,48,1135
1980,AL,California Angels,41,29.1,4.36,160,6134,5443,698,1442,236,32,106,655,91,63,539,889,.265,.332,.378,.710,98,2060,141,32,71,49,38,1113
1980,AL,Chicago White Sox,39,26.7,3.62,162,6001,5444,587,1408,255,38,91,547,68,54,399,670,.259,.311,.370,.681,87,2012,142,39,67,51,46,1078
1980,AL,Cleveland Indians,33,27.7,4.61,160,6259,5470,738,1517,221,40,89,692,118,58,617,625,.277,.350,.381,.731,100,2085,165,37,60,74,51,1231
1980,AL,Detroit Tigers,34,26.4,5.09,163,6444,5648,830,1543,232,53,143,767,75,68,645,844,.273,.348,.409,.757,106,2310,144,33,63,55,35,1219
1980,AL,Kansas City Royals,37,27.7,4.99,162,6357,5714,809,1633,266,59,115,766,185,43,508,709,.286,.345,.413,.758,108,2362,147,38,34,63,45,1209
1980,AL,Milwaukee Brewers,33,28.0,5.01,162,6242,5653,811,1555,298,36,203,774,131,56,455,745,.275,.329,.448,.777,114,2534,98,25,58,51,59,1100
1980,AL,Minnesota Twins,36,26.6,4.16,161,6131,5530,670,1468,252,46,99,634,62,46,436,703,.265,.319,.381,.700,86,2109,151,21,92,51,40,1098
1980,AL,New York Yankees,39,30.0,5.06,162,6329,5553,820,1484,239,34,189,772,86,36,643,739,.267,.343,.425,.768,112,2358,136,28,51,54,58,1178
1980,AL,Oakland Athletics,34,26.6,4.23,162,6160,5495,686,1424,212,35,137,635,175,82,506,824,.259,.322,.385,.707,100,2117,124,19,99,41,49,1076
1980,AL,Seattle Mariners,34,28.6,3.74,163,6142,5489,610,1359,211,35,104,564,116,62,483,727,.248,.308,.356,.664,81,1952,136,19,106,44,44,1095
1980,AL,Texas Rangers,41,30.0,4.64,163,6320,5690,756,1616,263,27,124,720,91,49,480,589,.284,.339,.405,.744,107,2305,156,23,70,56,51,1186
1980,AL,Toronto Blue Jays,37,25.8,3.85,162,6149,5571,624,1398,249,53,126,580,67,72,448,813,.251,.309,.383,.691,85,2131,119,33,63,34,44,1083
1985,NL,Atlanta Braves,33,28.1,3.90,162,6208,5526,632,1359,213,28,126,598,72,52,553,849,.246,.315,.363,.678,86,2006,154,22,65,41,56,1163
1985,NL,Chicago Cubs,40,30.2,4.23,162,6177,5492,686,1397,239,28,150,640,182,49,562,937,.254,.324,.390,.714,91,2142,119,18,66,39,62,1147
1985,NL,Cincinnati Reds,37,31.4,4.18,162,6145,5431,677,1385,249,34,114,634,159,70,576,856,.255,.327,.376,.703,94,2044,136,23,72,41,72,1134
1985,NL,Houston Astros,38,29.9,4.36,162,6192,5582,706,1457,261,42,121,666,96,56,477,873,.261,.319,.388,.707,100,2165,127,23,66,44,63,1117
1985,NL,Los Angeles Dodgers,41,27.7,4.21,162,6224,5502,682,1434,226,28,129,632,136,58,539,846,.261,.328,.382,.710,102,2103,108,31,104,46,69,1187
1985,NL,Montreal Expos,44,27.7,3.93,161,6053,5429,633,1342,242,49,118,593,169,77,492,880,.247,.310,.375,.685,96,2036,112,26,61,45,73,1061
1985,NL,New York Mets,38,28.1,4.29,162,6248,5549,695,1425,239,35,134,651,117,53,546,872,.257,.323,.385,.708,99,2136,131,20,89,44,88,1149
1985,NL,Philadelphia Phillies,37,27.9,4.12,162,6122,5477,667,1343,238,47,141,628,122,51,527,1095,.245,.312,.383,.695,92,2098,124,25,49,44,51,1099
1985,NL,Pittsburgh Pirates,43,28.2,3.53,161,6099,5436,568,1340,251,28,80,535,110,60,514,842,.247,.311,.347,.658,85,1887,131,14,91,44,64,1132
1985,NL,San Diego Padres,33,29.7,4.01,162,6150,5507,650,1405,241,28,109,611,60,39,513,809,.255,.320,.368,.688,93,2029,128,23,75,32,68,1156
1985,NL,San Francisco Giants,36,27.7,3.43,162,6063,5420,556,1263,217,31,115,517,99,55,488,962,.233,.299,.348,.648,85,1887,121,37,93,25,53,1090
1985,NL,St. Louis Cardinals,37,27.6,4.61,162,6182,5467,747,1446,245,59,87,687,314,96,586,853,.264,.335,.379,.714,100,2070,91,18,70,41,61,1105
1985,AL,Baltimore Orioles,38,29.6,5.08,161,6212,5517,818,1451,234,22,214,773,69,43,604,908,.263,.336,.430,.765,111,2371,132,19,31,40,30,1124
1985,AL,Boston Red Sox,36,29.5,4.91,163,6420,5720,800,1615,292,31,162,760,66,27,562,816,.282,.347,.429,.776,108,2455,164,30,50,57,39,1241
1985,AL,California Angels,41,32.2,4.52,162,6263,5442,732,1364,215,31,153,685,106,51,648,902,.251,.333,.386,.719,97,2100,138,39,99,35,51,1165
1985,AL,Chicago White Sox,42,27.6,4.52,163,6089,5470,736,1386,247,37,146,695,108,56,471,843,.253,.315,.392,.707,90,2145,119,43,59,45,40,1009
1985,AL,Cleveland Indians,38,28.0,4.50,162,6121,5527,729,1465,254,31,116,689,132,72,492,817,.265,.324,.385,.709,95,2129,139,15,38,48,26,1068
1985,AL,Detroit Tigers,36,29.5,4.53,161,6223,5575,729,1413,254,45,202,703,75,41,526,926,.253,.318,.424,.742,103,2363,81,27,40,53,56,1142
1985,AL,Kansas City Royals,35,30.9,4.24,162,6095,5500,687,1384,261,49,154,657,128,48,473,840,.252,.313,.401,.714,95,2205,125,36,44,41,57,1057
1985,AL,Milwaukee Brewers,39,29.9,4.29,161,6158,5568,690,1467,250,44,101,636,69,34,462,746,.263,.319,.379,.698,92,2108,145,19,54,55,33,1130
1985,AL,Minnesota Twins,36,26.3,4.35,162,6128,5509,705,1453,282,41,141,678,68,44,502,779,.264,.326,.407,.733,96,2240,117,31,39,47,36,1144
1985,AL,New York Yankees,39,28.8,5.21,161,6236,5458,839,1458,272,31,176,793,155,53,620,771,.267,.344,.425,.769,112,2320,119,50,48,60,50,1125
1985,AL,Oakland Athletics,36,29.6,4.67,162,6215,5581,757,1475,230,34,155,690,117,58,508,861,.264,.325,.401,.726,105,2238,128,16,63,47,29,1073
1985,AL,Seattle Mariners,42,26.9,4.44,162,6185,5521,719,1410,277,38,171,686,94,35,564,942,.255,.326,.412,.738,101,2276,147,31,28,41,36,1143
1985,AL,Texas Rangers,43,29.1,3.83,161,6005,5361,617,1359,213,41,129,578,130,76,530,819,.253,.322,.381,.703,91,2041,136,33,34,45,30,1100
1985,AL,Toronto Blue Jays,40,27.7,4.71,161,6107,5508,759,1482,281,53,158,714,144,77,503,807,.269,.331,.425,.757,103,2343,121,30,21,44,44,1067
1990,NL,Atlanta Braves,46,27.4,4.21,162,6084,5504,682,1376,263,26,162,636,92,55,473,1010,.250,.311,.396,.706,90,2177,101,27,49,31,36,1074
1990,NL,Chicago Cubs,39,28.2,4.26,162,6149,5600,690,1474,240,36,136,649,151,50,406,869,.263,.314,.392,.706,87,2194,100,30,61,51,68,1124
1990,NL,Cincinnati Reds,40,27.5,4.28,162,6163,5525,693,1466,284,40,125,644,166,66,466,913,.265,.325,.399,.724,95,2205,99,42,88,42,73,1137
1990,NL,Houston Astros,44,28.4,3.54,162,6076,5379,573,1301,209,32,94,536,179,83,548,997,.242,.313,.345,.658,84,1856,107,28,79,41,64,1132
1990,NL,Los Angeles Dodgers,46,29.7,4.49,162,6179,5491,728,1436,222,27,129,669,141,65,538,952,.262,.328,.382,.711,98,2099,110,31,71,48,78,1132
1990,NL,Montreal Expos,44,27.7,4.09,162,6189,5453,662,1363,227,43,114,607,235,99,576,1024,.250,.322,.370,.692,94,2018,96,26,87,47,67,1126
1990,NL,New York Mets,44,27.5,4.78,162,6182,5504,775,1410,278,21,172,734,110,33,536,851,.256,.323,.408,.731,100,2246,89,32,54,56,65,1114
1990,NL,Philadelphia Phillies,43,28.6,3.99,162,6245,5535,646,1410,237,27,103,619,108,35,582,915,.255,.327,.363,.690,91,2010,115,30,59,39,92,1242
1990,NL,Pittsburgh Pirates,46,27.7,4.52,162,6161,5388,733,1395,288,42,138,693,137,52,582,914,.259,.330,.405,.735,105,2181,115,24,96,66,64,1121
1990,NL,San Diego Padres,37,28.6,4.15,162,6218,5554,673,1429,243,35,123,628,138,59,509,902,.257,.320,.380,.700,92,2111,117,28,79,48,75,1139
1990,NL,San Francisco Giants,51,29.1,4.44,162,6216,5573,719,1459,221,35,152,681,109,56,488,973,.262,.323,.396,.718,101,2206,83,33,76,45,61,1167
1990,NL,St. Louis Cardinals,43,29.4,3.70,162,6127,5462,599,1398,255,41,73,554,221,74,517,844,.256,.320,.358,.678,87,1954,101,21,77,50,54,1164
1990,AL,Baltimore Orioles,47,27.3,4.16,161,6223,5410,669,1328,234,22,132,623,94,52,660,962,.245,.330,.370,.700,99,2002,131,40,72,41,50,1230
1990,AL,Boston Red Sox,43,28.9,4.31,162,6234,5516,699,1502,298,31,106,660,53,52,598,795,.272,.344,.395,.739,104,2180,174,28,48,44,59,1233
1990,AL,California Angels,43,29.8,4.26,162,6267,5570,690,1448,237,27,147,646,69,43,566,1000,.260,.329,.391,.720,104,2180,142,28,58,45,41,1202
1990,AL,Chicago White Sox,37,27.6,4.21,162,6038,5402,682,1393,251,44,106,637,140,90,478,903,.258,.320,.379,.699,97,2050,112,36,75,47,50,1044
1990,AL,Cleveland Indians,44,27.3,4.52,162,6087,5485,732,1465,266,41,110,675,107,52,458,836,.267,.324,.391,.714,100,2143,122,29,54,61,33,1061
1990,AL,Detroit Tigers,43,30.7,4.63,162,6224,5479,750,1418,241,32,172,714,82,57,634,952,.259,.337,.409,.746,107,2239,139,34,36,41,44,1175
1990,AL,Kansas City Royals,46,29.8,4.39,161,6099,5488,707,1465,316,44,100,660,107,62,498,879,.267,.328,.395,.723,104,2169,132,27,31,54,32,1123
1990,AL,Milwaukee Brewers,43,29.5,4.52,162,6185,5503,732,1408,247,36,128,680,164,72,519,821,.256,.320,.384,.704,98,2111,101,33,59,71,46,1106
1990,AL,Minnesota Twins,39,29.5,4.11,162,6086,5499,666,1458,281,39,100,625,96,53,445,749,.265,.324,.385,.708,93,2117,148,53,40,49,32,1097
1990,AL,New York Yankees,43,28.2,3.72,162,6037,5483,603,1322,208,19,147,561,119,45,427,1027,.241,.300,.366,.667,86,2009,114,53,37,36,41,1060
1990,AL,Oakland Athletics,40,29.1,4.52,162,6240,5433,733,1379,209,22,164,693,141,54,651,992,.254,.336,.391,.727,108,2124,122,46,60,48,38,1195
1990,AL,Seattle Mariners,43,28.0,3.95,162,6207,5474,640,1419,251,26,107,610,105,51,596,749,.259,.333,.373,.707,98,2043,140,40,41,54,41,1227
1990,AL,Texas Rangers,40,27.5,4.17,162,6177,5469,676,1416,257,27,110,641,115,48,575,1054,.259,.331,.376,.707,98,2057,142,34,54,44,45,1168
1990,AL,Toronto Blue Jays,41,27.0,4.73,162,6223,5589,767,1479,263,50,167,729,111,52,526,970,.265,.328,.419,.747,103,2343,125,28,18,62,35,1113
1995,NL,Atlanta Braves,40,27.9,4.48,144,5464,4814,645,1202,210,27,168,618,73,43,520,933,.250,.326,.409,.735,91,1970,106,40,56,34,37,988
1995,NL,Chicago Cubs,43,28.2,4.81,144,5543,4963,693,1315,267,39,158,648,105,37,440,953,.265,.327,.430,.757,101,2134,110,34,71,35,46,956
1995,NL,Cincinnati Reds,47,28.4,5.19,144,5575,4903,747,1326,277,35,161,694,190,68,519,946,.270,.342,.440,.782,106,2156,92,40,62,50,42,1001
1995,NL,Colorado Rockies,41,29.5,5.45,144,5647,4994,785,1406,259,43,200,749,125,59,484,943,.282,.350,.471,.820,94,2351,118,56,82,31,47,1017
1995,NL,Florida Marlins,46,28.1,4.71,143,5569,4886,673,1278,214,29,144,636,131,53,517,916,.262,.335,.406,.741,95,1982,105,49,69,48,36,1028
1995,NL,Houston Astros,44,28.1,5.19,144,5857,5097,747,1403,260,22,109,694,176,60,566,992,.275,.353,.399,.752,105,2034,114,69,78,47,58,1153
1995,NL,Los Angeles Dodgers,49,27.4,4.40,144,5544,4942,634,1303,191,31,140,593,127,45,468,1023,.264,.329,.400,.729,99,1976,99,30,68,35,46,1049
1995,NL,Montreal Expos,45,26.2,4.31,144,5453,4905,621,1268,265,24,118,572,120,49,400,901,.259,.320,.394,.714,85,1935,107,56,58,32,43,970
1995,NL,New York Mets,45,27.4,4.56,144,5581,4958,657,1323,218,34,125,617,58,39,446,994,.267,.330,.400,.730,95,1984,105,42,92,43,44,1041
1995,NL,Philadelphia Phillies,50,29.7,4.27,144,5613,4950,615,1296,263,30,94,576,72,25,497,884,.262,.332,.384,.716,90,1901,107,46,77,41,38,1114
1995,NL,Pittsburgh Pirates,40,28.3,4.37,144,5501,4937,629,1281,245,27,125,587,84,55,456,972,.259,.323,.396,.719,88,1955,88,24,51,33,45,1010
1995,NL,San Diego Padres,40,28.7,4.64,144,5527,4950,668,1345,231,20,116,618,124,46,447,872,.272,.334,.397,.731,95,1964,125,35,56,38,45,998
1995,NL,San Francisco Giants,46,28.7,4.53,144,5603,4971,652,1256,229,33,152,610,138,46,472,1060,.253,.323,.404,.727,95,2007,92,57,79,24,55,1046
1995,NL,St. Louis Cardinals,46,28.7,3.94,143,5349,4779,563,1182,238,24,107,533,79,46,436,920,.247,.314,.374,.688,83,1789,110,46,48,40,31,957
1995,AL,Baltimore Orioles,46,30.0,4.89,144,5531,4837,704,1267,229,27,173,668,92,45,574,803,.262,.342,.428,.770,98,2069,119,39,40,41,36,1022
1995,AL,Boston Red Sox,53,28.6,5.49,144,5716,4997,791,1399,286,31,175,754,99,44,560,923,.280,.357,.455,.812,108,2272,129,65,45,49,38,1084
1995,AL,California Angels,45,28.8,5.52,145,5690,5019,801,1390,252,25,186,761,58,39,564,889,.277,.352,.448,.800,108,2250,115,36,33,38,40,1056
1995,AL,Chicago White Sox,46,29.6,5.21,145,5770,5060,755,1417,252,37,146,712,110,39,576,767,.280,.354,.431,.785,107,2181,106,32,46,56,54,1155
1995,AL,Cleveland Indians,41,29.1,5.83,144,5686,5028,840,1461,279,23,207,803,132,53,542,766,.291,.361,.479,.839,116,2407,128,35,31,48,40,1018
1995,AL,Detroit Tigers,45,28.8,4.54,144,5535,4865,654,1204,228,29,159,619,73,36,551,987,.247,.327,.404,.731,90,1967,121,41,35,43,30,1017
1995,AL,Kansas City Royals,51,29.1,4.37,144,5528,4903,629,1275,240,35,119,578,120,53,475,849,.260,.328,.396,.724,87,1942,105,43,66,39,33,1018
1995,AL,Milwaukee Brewers,41,27.9,5.14,144,5631,5000,740,1329,249,42,128,700,105,40,502,800,.266,.336,.409,.745,89,2046,105,46,41,42,20,1012
1995,AL,Minnesota Twins,46,27.4,4.88,144,5588,5005,703,1398,270,34,120,662,105,57,471,916,.279,.346,.419,.765,98,2096,152,58,18,36,32,1025
1995,AL,New York Yankees,42,31.1,5.17,145,5699,4947,749,1365,280,34,122,709,50,30,625,851,.276,.357,.420,.778,103,2079,139,39,20,68,36,1126
1995,AL,Oakland Athletics,44,29.5,5.07,144,5617,4916,730,1296,228,18,169,694,112,46,565,911,.264,.341,.420,.762,106,2067,108,45,32,58,25,1049
1995,AL,Seattle Mariners,46,28.7,5.49,145,5671,4996,796,1377,276,20,182,767,110,41,549,871,.276,.350,.448,.798,106,2239,109,39,52,34,53,1033
1995,AL,Texas Rangers,46,29.0,4.80,144,5566,4913,691,1304,247,24,138,651,90,47,526,877,.265,.338,.410,.747,92,2013,112,33,49,45,28,1031
1995,AL,Toronto Blue Jays,39,28.9,4.46,144,5650,5036,642,1309,275,27,140,613,75,16,492,906,.260,.328,.409,.737,92,2058,119,44,33,45,27,1079
2000,NL,Arizona Diamondbacks,41,30.8,4.89,162,6241,5527,792,1466,282,44,179,756,97,44,535,975,.265,.333,.429,.763,88,2373,114,59,61,58,37,1128
2000,NL,Atlanta Braves,47,30.8,5.00,162,6275,5489,810,1490,274,26,179,758,148,56,595,1010,.271,.346,.429,.775,95,2353,127,59,87,45,38,1192
2000,NL,Chicago Cubs,51,30.7,4.72,162,6397,5577,764,1426,272,23,183,722,93,37,632,1120,.256,.335,.411,.746,90,2293,114,54,89,45,50,1215
2000,NL,Cincinnati Reds,45,29.2,5.06,163,6373,5635,825,1545,302,36,200,794,100,38,559,995,.274,.343,.447,.790,96,2519,137,64,56,58,60,1189
2000,NL,Colorado Rockies,49,29.2,5.98,162,6453,5660,968,1664,320,53,161,905,131,61,601,907,.294,.362,.455,.816,87,2573,126,42,75,75,64,1198
2000,NL,Florida Marlins,40,26.1,4.54,161,6203,5509,731,1441,274,29,160,691,168,55,540,1184,.262,.331,.409,.740,91,2253,100,60,42,51,39,1168
2000,NL,Houston Astros,46,29.1,5.79,162,6444,5570,938,1547,289,36,249,900,114,52,673,1129,.278,.361,.477,.837,104,2655,154,83,57,61,57,1171
2000,NL,Los Angeles Dodgers,46,29.6,4.93,162,6312,5481,798,1408,265,28,211,756,95,42,668,1083,.257,.341,.431,.771,99,2362,129,51,66,46,42,1188
2000,NL,Milwaukee Brewers,46,28.9,4.54,163,6355,5563,740,1366,297,25,177,708,72,44,620,1245,.246,.325,.403,.729,85,2244,126,61,61,49,47,1183
2000,NL,Montreal Expos,49,26.2,4.56,162,6153,5535,738,1475,310,35,178,705,58,48,476,1048,.266,.326,.432,.758,87,2389,111,29,78,34,53,1100
2000,NL,New York Mets,47,30.4,4.98,162,6328,5486,807,1445,281,20,198,761,66,46,675,1037,.263,.346,.430,.776,98,2360,122,45,70,51,42,1214
2000,NL,Philadelphia Phillies,51,28.6,4.37,162,6273,5511,708,1386,304,40,144,668,102,30,611,1117,.251,.329,.400,.729,83,2202,115,44,70,37,40,1209
2000,NL,Pittsburgh Pirates,46,28.3,4.90,162,6369,5643,793,1506,320,31,168,749,86,40,564,1032,.267,.339,.424,.762,92,2392,133,66,59,37,41,1202
2000,NL,San Diego Padres,56,28.6,4.64,162,6291,5560,752,1413,279,37,157,714,131,53,602,1177,.254,.330,.402,.732,91,2237,123,46,39,43,50,1155
2000,NL,San Francisco Giants,36,29.9,5.71,162,6418,5519,925,1535,304,44,226,889,79,39,709,1032,.278,.362,.472,.834,115,2605,131,51,73,66,60,1213
2000,NL,St. Louis Cardinals,46,29.6,5.48,162,6369,5478,887,1481,259,25,235,841,87,51,675,1253,.270,.356,.455,.812,103,2495,116,84,79,53,33,1214
2000,AL,Anaheim Angels,45,27.6,5.33,162,6373,5628,864,1574,309,34,236,837,93,52,608,1024,.280,.352,.472,.825,105,2659,126,47,47,43,43,1173
2000,AL,Baltimore Orioles,50,32.1,4.90,162,6238,5549,794,1508,310,22,184,750,126,65,558,900,.272,.341,.435,.776,100,2414,148,49,27,54,34,1129
2000,AL,Boston Red Sox,52,29.3,4.89,162,6371,5630,792,1503,316,32,167,755,43,30,611,1019,.267,.341,.423,.764,90,2384,115,42,40,48,40,1226
2000,AL,Chicago White Sox,42,27.6,6.04,162,6410,5646,978,1615,325,33,216,926,119,42,591,960,.286,.356,.470,.826,106,2654,140,53,55,61,28,1127
2000,AL,Cleveland Indians,55,30.1,5.86,162,6512,5683,950,1639,310,30,221,889,113,34,685,1057,.288,.367,.470,.837,110,2672,134,51,41,52,27,1260
2000,AL,Detroit Tigers,45,29.0,5.08,162,6343,5644,823,1553,307,41,177,785,83,38,562,982,.275,.343,.438,.781,102,2473,142,43,42,49,22,1185
2000,AL,Kansas City Royals,44,27.6,5.43,162,6394,5709,879,1644,281,27,150,831,121,35,511,840,.288,.348,.425,.773,93,2429,139,48,56,70,28,1184
2000,AL,Minnesota Twins,41,26.4,4.62,162,6283,5615,748,1516,325,49,116,711,90,45,556,1021,.270,.337,.407,.744,85,2287,143,35,24,51,31,1198
2000,AL,New York Yankees,46,31.4,5.41,161,6311,5556,871,1541,294,25,205,833,99,48,631,1007,.277,.354,.450,.804,103,2500,134,57,16,50,42,1189
2000,AL,Oakland Athletics,44,27.3,5.88,161,6432,5560,947,1501,281,23,239,908,40,15,750,1159,.270,.360,.458,.817,109,2545,147,52,26,44,32,1210
2000,AL,Seattle Mariners,37,31.3,5.60,162,6444,5497,907,1481,300,26,198,869,122,56,775,1073,.269,.361,.442,.803,108,2427,129,48,63,61,34,1247
2000,AL,Tampa Bay Devil Rays,51,30.1,4.55,161,6206,5505,733,1414,253,22,162,692,90,46,558,1022,.257,.329,.399,.728,85,2197,126,51,52,40,25,1140
2000,AL,Texas Rangers,42,29.5,5.23,162,6364,5648,848,1601,330,35,173,806,69,47,580,922,.283,.352,.446,.798,100,2520,161,39,48,48,39,1198
2000,AL,Toronto Blue Jays,45,28.1,5.31,162,6326,5677,861,1562,328,21,244,826,89,34,526,1026,.275,.341,.469,.810,101,2664,130,60,29,34,32,1152
2005,NL,Arizona Diamondbacks,43,30.3,4.30,162,6327,5550,696,1419,291,27,191,670,67,26,606,1094,.256,.332,.421,.754,94,2337,132,55,71,45,51,1247
2005,NL,Atlanta Braves,45,28.1,4.75,162,6186,5486,769,1453,308,37,184,733,92,32,534,1084,.265,.333,.435,.768,99,2387,146,45,75,46,56,1114
