1930 NNL Season:
Broncos,20,28.2,5.33,133,5056,4553,709,1088,131,64,31,528,310,,446,538,.239,.315,.31
6,.631,90,1440,,57,,,,
St. Louis
Browns,35,26.0,6.30,138,5369,4800,870,1308,178,73,48,634,307,,474,490,.273,.350,.370
,.720,99,1776,,95,,,,
Syracuse
Stars,30,26.7,5.50,127,4961,4469,698,1158,151,59,14,487,292,,457,482,.259,.333,.329,.
661,102,1469,,35,,,,
Toledo
Maumees,20,26.9,5.51,134,5132,4575,739,1152,152,108,24,512,421,,486,558,.252,.333,.
348,.681,97,1592,,71,,,,

1885 AA Season:
Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,
GDP,HBP,SH,SF,IBB,LOB
Baltimore
Orioles,32,25.8,4.92,110,4141,3820,541,837,124,59,17,380,,,279,529,.219,.280,.296,.575
,83,1130,,42,,,,
Brooklyn,21,26.1,5.57,112,4223,3943,624,966,121,65,14,428,,,238,324,.245,.295,.319,.61
4,93,1259,,42,,,,
Cincinnati,18,27.9,5.73,112,4254,4050,642,1046,108,77,26,451,,,153,420,.258,.294,.342,
.636,98,1386,,51,,,,
Louisville
Colonels,21,24.8,5.04,112,4146,3969,564,986,126,83,19,416,,,152,448,.248,.281,.336,.6
17,94,1335,,25,,,,
New York
Metropolitans,19,29.2,4.87,108,3983,3731,526,921,123,57,21,362,,,217,428,.247,.295,.3
27,.622,110,1221,,35,,,,
Philadelphia
Athletics,26,27.0,6.76,113,4410,4142,764,1099,169,76,30,536,,,223,410,.265,.310,.365,.
675,107,1510,,45,,,,
Allegheny
City,20,25.4,4.93,111,4208,3975,547,955,123,79,5,371,,,189,537,.240,.282,.315,.597,88,
1251,,44,,,,
St. Louis
Browns,15,25.6,6.04,112,4255,3972,677,979,132,57,17,450,,,234,282,.246,.297,.321,.618
,90,1276,,49,,,,

1875 NA Season:
Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,
GDP,HBP,SH,SF,IBB,LOB
Philadelphia
Athletics,16,25.8,9.08,77,3288,3250,699,941,124,57,7,456,75,46,38,55,.290,.298,.369,.6
67,123,1200,14,,,,,
Boston Red
Stockings,13,25.4,10.13,82,3548,3515,831,1128,167,51,15,565,93,37,33,52,.321,.327,.41
0,.737,149,1442,11,,,,,
Brooklyn
Atlantics,35,21.2,3.00,44,1570,1562,132,304,33,6,2,86,1,5,8,36,.195,.199,.227,.426,55,3
55,9,,,,,
Philadelphia
Centennials,12,24.4,5.00,14,540,530,70,125,22,3,0,40,4,0,10,25,.236,.250,.289,.539,92,1
53,2,,,,,
Chicago White
Stockings,17,25.6,5.49,69,2706,2685,379,699,83,16,0,245,69,50,21,65,.260,.266,.303,.56
9,95,814,13,,,,,
Hartford Dark
Blues,14,25.6,6.48,86,3390,3356,557,871,92,35,2,350,65,33,34,64,.260,.267,.310,.577,93
,1039,22,,,,,
New Haven Elm
Citys,25,21.3,3.62,47,1728,1714,170,373,41,13,2,102,35,16,14,62,.218,.224,.260,.484,77
,446,10,,,,,
New York
Mutuals,15,22.2,4.62,71,2704,2685,328,633,82,21,7,211,20,24,19,47,.236,.241,.290,.531,
83,778,15,,,,,
Philadelphia
Whites,16,25.9,6.71,70,2742,2721,470,683,67,27,5,285,105,51,21,58,.251,.257,.301,.558
,89,819,15,,,,,
St. Louis Red
9,3,,,,,
St. Louis Brown
543,96,786,18,,,,,
Washington
224,4,,,,,
Keokuk
Stockings,12,22.7,3.16,19,700,688,60,137,20,1,0,32,27,9,12,45,.199,.213,.231,.444,60,15
Stockings,13,27.0,5.51,70,2706,2674,386,643,85,29,0,248,108,36,32,102,.240,.249,.294,.
Nationals,19,22.9,3.82,28,1010,1004,107,194,14,8,0,60,23,7,6,42,.193,.198,.223,.421,47,
Westerns,10,24.3,3.46,13,450,449,45,81,9,6,0,30,4,6,1,22,.180,.182,.227,.409,37,102,6,,,
,,

1871 NA Season:
Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,
GDP,HBP,SH,SF,IBB,LOB
Philadelphia
Athletics,13,24.8,13.43,28,1327,1281,376,410,66,27,9,250,56,12,46,23,.320,.344,.435,.7
78,120,557,8,,,,,
Boston Red
Stockings,11,24.9,12.94,31,1432,1372,401,426,70,37,3,267,73,16,60,19,.310,.339,.422,.7
61,112,579,8,,,,,
Chicago White
Stockings,11,24.9,10.79,28,1256,1196,302,323,52,21,10,193,69,21,60,22,.270,.305,.374,.
679,89,447,6,,,,,
Cleveland Forest
Citys,13,22.1,8.59,29,1212,1186,249,328,35,40,7,164,18,8,26,25,.277,.292,.391,.683,96,
464,12,,,,,
Fort Wayne
Kekiongas,18,18.9,7.21,19,779,746,137,178,19,8,2,94,16,4,33,9,.239,.271,.294,.564,61,2
19,4,,,,,
New York
Mutuals,11,26.3,9.15,33,1437,1404,302,403,43,21,1,213,46,15,33,15,.287,.303,.350,.653,
94,491,7,,,,,
Washington
Olympics,15,24.4,9.69,32,1401,1353,310,375,54,26,6,214,48,13,48,13,.277,.302,.369,.67
1,95,499,11,,,,,
Rockford Forest
Citys,11,22.6,9.24,25,1074,1036,231,274,44,25,3,147,53,10,38,30,.264,.291,.364,.654,87
,377,8,,,,,
Troy
Haymakers,12,22.8,12.10,29,1297,1248,351,384,51,34,6,241,62,24,49,19,.308,.334,.417,.
751,111,521,10,,,,,
